Comment,Author,Published At,Updated At,Like Count,Text_Curat,Sentiment_TextBlob,Sentiment_NLTK,Sentiment_VADER,Sentiment_HF_Label,Sentiment_HF_Score
🌟🏛🌟 - TOUS CES CHANTS &amp; MERVEILLES POURRAIENT VENIR DE CE TEMPLE CÉLESTE  &amp; RADIEUX❕   M*E*R*C🌟  POUR CET OPUS FÉERIQUE.    🎄🎁<br>A TRÈS  BIENTÔT  DANS LA LUMIÈRE  &amp; LES MILLE LUMIÈRES  DU 24 &amp; 25 DÉCEMBRE 2023  💫 ❄ 💫<br>DIVINEMENT VÔTRE  🌈&quot;&quot;🌬 🌟👑🌟🕊’’🔥🔥🔥,@nicoleasdorion4437,2023-10-20T07:17:28Z,2023-10-20T07:18:36Z,1,tous ces chants amp merveilles pourraient venir de ce temple cleste  amp radieux   merc  pour cet opus ferique    bra trs  bientt  dans la lumire  amp les mille lumires  du  amp  dcembre     brdivinement vtre  quotquot,0.0,0.0,0.0,NEGATIVE,0.9595049023628235
"M*E*R*C 🤍  @ AmbientMusicParadise  POUR CE VOYAGE INTER-NOËL EN CES CHANTS FÉERIQUES. ✝️⚜❄⚜✡   <br>EN CETTE SAISON TRÈS  PARTICULIÈRE,  SI NOUS POUVIONS  INSUFFLER SES DOUX CHANTS AUX OREILLES DE NOS  COMBATTANTS ET SURTOUT  AUX MAÎTRES D’ORDRES❣<br>DIVINEMENT VÔTRE :  🌈&quot;&quot;🌬  🌟*👑*🌟🕊&quot;&quot;🔥🔥🔥",@nicoleasdorion4437,2023-10-20T00:46:38Z,2023-10-20T00:46:38Z,1,merc    ambientmusicparadise  pour ce voyage internol en ces chants feriques    bren cette saison trs  particulire  si nous pouvions  insuffler ses doux chants aux oreilles de nos  combattants et surtout  aux matres dordresbrdivinement vtre   quotquot  quotquot,0.0,0.0,0.0,NEGATIVE,0.7266286611557007
"omg, i miss my old self. Hearing this kind of music made me think of my family.",@kreontv,2023-10-19T11:16:14Z,2023-10-19T11:16:14Z,8,omg i miss my old self hearing this kind of music made me think of my family,0.35,-0.1531,-0.1531,POSITIVE,0.9911251664161682
"Yes,,, this bring back all the memories. Relate",@anamariealaro6789,2023-10-19T10:12:54Z,2023-10-19T10:12:54Z,2,yes this bring back all the memories relate,0.0,0.4019,0.4019,POSITIVE,0.9996721744537354
"Within the first few seconds I become very emotional. These carols for me are more than just fuzzy feelings of Christmas, but of the One who gave it all so I could have life. I needed this mix as I&#39;m coming out of a dry and disappointing season of life. What a beautiful reminder of what&#39;s truly important. 🙏❣✝🕊",@AshleyKristyen,2023-10-06T21:49:24Z,2023-10-06T21:49:24Z,124,within the first few seconds i become very emotional these carols for me are more than just fuzzy feelings of christmas but of the one who gave it all so i could have life i needed this mix as im coming out of a dry and disappointing season of life what a beautiful reminder of whats truly important,0.14166666666666666,0.8199,0.8199,POSITIVE,0.9960741996765137
"Señor, gracias por salvarme, estaba tan a oscuras y viniste y me cegaste con tu luz, ahora estoy libre de las manos del enemigo, señor, continuaré sirviéndote, amén.",@FelizNavidad1539,2023-10-01T17:10:49Z,2023-10-01T17:10:49Z,2,seor gracias por salvarme estaba tan a oscuras y viniste y me cegaste con tu luz ahora estoy libre de las manos del enemigo seor continuar sirvindote amn,0.0,0.0,0.0,NEGATIVE,0.8788471221923828
Hermoso video. Me fascina la Navidad y todos sus elementos culturales.<br>Gracias por compartirlo.,@mateosantiago,2023-09-28T13:44:21Z,2023-09-28T13:44:21Z,1,hermoso video me fascina la navidad y todos sus elementos culturalesbrgracias por compartirlo,0.0,0.0,0.0,POSITIVE,0.8538421392440796
What language are they singing,@maryloumackelprang5856,2023-08-25T03:04:01Z,2023-08-25T03:04:01Z,0,what language are they singing,0.0,0.0,0.0,NEGATIVE,0.8404448628425598
"Malam kudus ( silent night ), lagu yg kami selalu nyanyikan ketika misa di malam natal. Lagu yg membawa damai di hati.",@juniartosutanto2205,2023-02-05T09:18:39Z,2023-02-05T09:18:39Z,0,malam kudus  silent night  lagu yg kami selalu nyanyikan ketika misa di malam natal lagu yg membawa damai di hati,0.0,0.0,0.0,NEGATIVE,0.9958107471466064
"This is beautiful. Memories of Christmas’ past came flooding back. My parents, my aunts and uncles, family, friends and neighbors who are no longer here.   Beautiful and wonderful! Merry Christmas! 🎄🎁",@bobholmes65,2023-02-01T07:45:45Z,2023-02-01T07:46:14Z,50,this is beautiful memories of christmas past came flooding back my parents my aunts and uncles family friends and neighbors who are no longer here   beautiful and wonderful merry christmas,0.49000000000000005,0.9509,0.9509,POSITIVE,0.9996697902679443
"Thanks for Sharing and Subscribing. 🙏Enjoy more Ambient Choir Music in this Playlist:<br><a href=""https://www.youtube.com/playlist?list=PLVWtd6TAbjUAybhgZyl13qOncmETIVijt"">https://www.youtube.com/playlist?list=PLVWtd6TAbjUAybhgZyl13qOncmETIVijt</a>",@AmbientMusicParadise,2023-01-29T13:39:49Z,2023-01-29T13:39:49Z,39,thanks for sharing and subscribing enjoy more ambient choir music in this playlistbra hrefhttpswwwyoutubecomplaylistlistplvwtdtabjuaybhgzylqoncmetivijthttpswwwyoutubecomplaylistlistplvwtdtabjuaybhgzylqoncmetivijta,0.3666666666666667,0.836,0.836,POSITIVE,0.9927781224250793
Beautiful,@arlenehensley6753,2023-01-29T00:40:12Z,2023-01-29T00:40:12Z,5,beautiful,0.85,0.5994,0.5994,POSITIVE,0.9998807907104492
Beautiful!,@arlenehensley6753,2023-01-29T00:38:16Z,2023-01-29T00:38:16Z,6,beautiful,0.85,0.5994,0.5994,POSITIVE,0.9998807907104492
awesome stuff.,@samdaman916,2023-01-16T23:19:17Z,2023-01-16T23:19:17Z,2,awesome stuff,1.0,0.6249,0.6249,POSITIVE,0.9998680353164673
"Such a BLESSED Find this AM!  Thank you!   What I had watched first was the Harry Belafonte song, &quot;Mary&#39;s Boy Child&quot; w/video.  It provided such solace during this Christmas season; it is the eternal essence of why we believe.   I&#39;ll follow up w/the video link you provide below.",@janemazzola4454,2023-01-05T15:50:34Z,2023-01-05T15:50:34Z,1,such a blessed find this am  thank you   what i had watched first was the harry belafonte song quotmarys boy childquot wvideo  it provided such solace during this christmas season it is the eternal essence of why we believe   ill follow up wthe video link you provide below,-0.0625,0.5574,0.5574,POSITIVE,0.9980803728103638
❤MERRY CHRISTMAS and HAPPY NEW YEAR 2023 💙 ... peace and joy of The Lord be with us 🙏,@langitdewandaru2854,2023-01-01T04:53:44Z,2023-01-01T04:53:44Z,5,merry christmas and happy new year    peace and joy of the lord be with us,0.5787878787878787,0.9382,0.9382,POSITIVE,0.9998787641525269
"Too many commercials, this is ruined!",@stacieadams6277,2022-12-31T14:09:16Z,2022-12-31T14:09:16Z,0,too many commercials this is ruined,0.5,-0.4767,-0.4767,NEGATIVE,0.9998061060905457
I can listen to this ALL day every day all year!,@archangelvvv,2022-12-31T00:19:00Z,2022-12-31T00:19:00Z,36,i can listen to this all day every day all year,0.0,0.0,0.0,POSITIVE,0.9986255168914795
I imagine this is what the angels sound like!,@WorthyistheLambRev1,2022-12-28T15:36:44Z,2022-12-28T15:36:44Z,1,i imagine this is what the angels sound like,0.4,0.3612,0.3612,POSITIVE,0.9917142987251282
"I am Gali, in the year 1980 I lost all my hopes, I became a thief  and club dancer. At that time I heard about Christ, the Lord spoke with me though the Scripture.   <br><br> JOHN 14:6  “I AM THE WAY THE TRUTH AND THE LIFE NO MAN COMETH UNTO THE FATHER BUT BY ME.” <br><br>  I surrendered my life to Lord Jesus and confessed that He is the only Lord and died for my sins to deliver me from all my sins (Karma). When I totally surrendered my life to the Lord He has delivered me from evil spirits, which suffered me about 6 years. I became a new person in Christ.    I love Bible so much and started memorizing the scriptures.   <br> <br>By the grace of God I have memorized Five Thousand (5,000) Verses from the Holy Bible. Every week I also remember all the verses. Morning time I remember about 1500 verses for praise, worship and prayer. (Including 100 Psalms). This practice helps me to grow strong in the Lord and also to help others for the glory of the Lord.    John 14:6 is my favorite verse; I preach this word to many unsaved people that they may find the peace in Jesus Christ because He is the Lord of all.  <br><br> <a href=""https://youtu.be/GWViryWWch4"">https://youtu.be/GWViryWWch4</a>",@sisaliceponnuswamyfastingp3414,2022-12-28T13:05:10Z,2022-12-28T13:05:10Z,3,"i am gali in the year  i lost all my hopes i became a thief  and club dancer at that time i heard about christ the lord spoke with me though the scripture   brbr john   i am the way the truth and the life no man cometh unto the father but by me brbr  i surrendered my life to lord jesus and confessed that he is the only lord and died for my sins to deliver me from all my sins karma when i totally surrendered my life to the lord he has delivered me from evil spirits which suffered me about  years i became a new person in christ    i love bible so much and started memorizing the scriptures   br brby the grace of god i have memorized five thousand  verses from the holy bible every week i also remember all the verses morning time i remember about  verses for praise worship and prayer including  psalms this practice helps me to grow strong in the lord and also to help others for the glory of the lord    john  is my favorite verse i preach this word to many unsaved people that they may find the peace in jesus christ because he is the lord of all  brbr a hrefhttpsyoutubegwvirywwchhttpsyoutubegwvirywwcha",0.14107744107744105,0.9664,0.9664,POSITIVE,0.9859916567802429
"It is nice. but sadly its only a machine, not real people singing.",@David-Alexander-German,2022-12-27T16:49:21Z,2022-12-27T16:49:21Z,1,it is nice but sadly its only a machine not real people singing,-6.938893903907228e-18,-0.4215,-0.4215,NEGATIVE,0.9968439340591431
"I am really sorry for this, but this is not a real choir. This is a computer.  I don&#39;t like it at all, it is not physical and has no real music essence and performance.",@user-mc6md1yc2h,2022-12-26T12:49:08Z,2022-12-26T12:49:08Z,0,i am really sorry for this but this is not a real choir this is a computer  i dont like it at all it is not physical and has no real music essence and performance,-0.175,-0.6967,-0.6967,NEGATIVE,0.9997827410697937
"- très joli, merci !",@alaing6463,2022-12-26T09:47:31Z,2022-12-26T09:47:31Z,4,trs joli merci,0.0,0.0,0.0,POSITIVE,0.6573600769042969
The voices are so rich and what a wondrous blend of harmony!,@georgesims4372,2022-12-26T07:33:35Z,2022-12-26T07:33:35Z,34,the voices are so rich and what a wondrous blend of harmony,0.375,0.8083,0.8083,POSITIVE,0.9998668432235718
"What beautiful Christmas music as we are celebrating the birth of Jesus Christ our Lord and Savior who came into this world, the perfect gift of God to mankind, giving eternal life to those who believe on Him, repent and ask for forgiveness of their sins. Glory, Honor and Praise be to Him forever and ever, Amen! <br>Wishing everyone a BLESSED CHRISTMAS and PEACE ON EARTH ❤️❤️❤️",@gj9736,2022-12-26T04:16:24Z,2022-12-26T04:24:31Z,10,what beautiful christmas music as we are celebrating the birth of jesus christ our lord and savior who came into this world the perfect gift of god to mankind giving eternal life to those who believe on him repent and ask for forgiveness of their sins glory honor and praise be to him forever and ever amen brwishing everyone a blessed christmas and peace on earth,0.925,0.9877,0.9877,POSITIVE,0.9998334646224976
"Very, very good. So beautiful,  so wonderful. Thank you.",@zuzannawisniewska4464,2022-12-25T15:31:28Z,2022-12-25T15:31:28Z,3,very very good so beautiful  so wonderful thank you,0.9199999999999999,0.9561,0.9561,POSITIVE,0.9998736381530762
Me too just 72 but agree with you,@jurajlenda,2022-12-25T14:32:20Z,2022-12-25T14:32:20Z,0,me too just  but agree with you,0.0,0.5023,0.5023,POSITIVE,0.9997519850730896
"Thank YOU for these wonderful play list. Remembering old days my late father was song leader so did his 2 other sisters. I always accompanied him as eldest of 9 and when my siblings were grown up always with Mom &amp; Dad attending church. X&#39;mas and Sunday&#39;s service were always a joy, bit sad missing those occasions with them.<br>Merry Christmas everyone in this global world. Jesus loves YOU all🌲🥰",@ericatupamahu4660,2022-12-25T14:22:00Z,2022-12-25T14:22:00Z,14,thank you for these wonderful play list remembering old days my late father was song leader so did his  other sisters i always accompanied him as eldest of  and when my siblings were grown up always with mom amp dad attending church xmas and sundays service were always a joy bit sad missing those occasions with thembrmerry christmas everyone in this global world jesus loves you all,0.09687500000000002,0.8957,0.8957,POSITIVE,0.9982665181159973
So beautiful! Thank you and blessed Christmas to you.,@shcheah2002,2022-12-25T14:14:58Z,2022-12-25T14:14:58Z,13,so beautiful thank you and blessed christmas to you,0.85,0.8973,0.8973,POSITIVE,0.9998681545257568
"A beautiful set of carols that take me back to my childhood, but we also sing them now, because the tradition must be preserved.",@zuzannawisniewska4464,2022-12-25T13:09:09Z,2022-12-25T13:09:09Z,49,a beautiful set of carols that take me back to my childhood but we also sing them now because the tradition must be preserved,0.425,0.3506,0.3506,POSITIVE,0.999427080154419
Absolutely gorgeous 💖🌟☃️🎄🇨🇦,@shelleylund612,2022-12-25T08:50:58Z,2022-12-25T08:50:58Z,12,absolutely gorgeous,0.7,0.6478,0.6478,POSITIVE,0.999879002571106
✨💛✨Beautiful!✨🎶✨🕊✨ 🎶✨🎶,@luvit8124,2022-12-25T07:27:27Z,2022-12-25T07:27:27Z,3,beautiful,0.85,0.5994,0.5994,POSITIVE,0.9998807907104492
This is beautiful no matter the language. I try to remember the words and the music tells me what they are singing. Lovely😊,@lindacnickerson5863,2022-12-25T06:19:47Z,2022-12-25T06:19:47Z,18,this is beautiful no matter the language i try to remember the words and the music tells me what they are singing lovely,0.675,0.765,0.8237,POSITIVE,0.9998641014099121
"This is not real. This &quot;music&quot; is not made by real people, BUT rather machines/AI.<br>It is computer generated.....sadly.<br>This genre of&quot;music&quot; has become rather deceptive.....as it is not real &quot;singers&quot; nor &quot;musicians&quot;.<br>Listen to any given track from this channel......it ALL sounds the same.<br>I liken it to &quot;CGI in the form of sound&quot;, not visual.",@FordSeniorMaster,2022-12-25T06:14:18Z,2022-12-25T06:14:18Z,1,this is not real this quotmusicquot is not made by real people but rather machinesaibrit is computer generatedsadlybrthis genre ofquotmusicquot has become rather deceptiveas it is not real quotsingersquot nor quotmusiciansquotbrlisten to any given track from this channelit all sounds the samebri liken it to quotcgi in the form of soundquot not visual,0.0,0.0,0.0,NEGATIVE,0.9981955885887146
BBN-Un oasis en el desierto Que el  que no naciere  de nuevo no puede ver el reino de Dios Juana 3-3,@TRACTS4JESUS,2022-12-24T21:40:18Z,2022-12-24T21:40:18Z,1,bbnun oasis en el desierto que el  que no naciere  de nuevo no puede ver el reino de dios juana,0.0,-0.5267,-0.5267,NEGATIVE,0.9556220173835754
Love listening to this choir singing. What language are they singing in?,@leonamartin3466,2022-12-24T21:04:51Z,2022-12-24T21:04:51Z,4,love listening to this choir singing what language are they singing in,0.5,0.6369,0.6369,POSITIVE,0.9994792342185974
I am 93 years old and still enjoying alone.,@user-hh9lf8rw3l,2022-12-24T15:46:37Z,2022-12-24T15:46:37Z,301,i am  years old and still enjoying alone,0.3,0.34,0.34,POSITIVE,0.999670147895813
Красно дякую!,@9boh6dan3,2022-12-24T14:17:52Z,2022-12-24T14:17:52Z,5,,0.0,0.0,0.0,POSITIVE,0.7481208443641663
"Lindas músicas, um misto de paz , harmonia e gratidão.",@socorrodasilva4372,2022-12-24T13:24:41Z,2022-12-24T13:24:41Z,10,lindas msicas um misto de paz  harmonia e gratido,0.0,0.0,0.0,NEGATIVE,0.9840774536132812
Lindíssimo! Nos contata com as Hostes Celestiais! Feliz Natal 🎁🎄 ❤,@claudiabenini9144,2022-12-24T12:04:13Z,2022-12-24T12:04:13Z,7,lindssimo nos contata com as hostes celestiais feliz natal,0.0,0.0,0.0,NEGATIVE,0.9639012217521667
thank for singing such wonderful music .may all be blessed who hear this. praise GODs  holy name ! joy is for us all to have! amen!,@deborahautry8922,2022-12-24T09:45:52Z,2022-12-24T09:45:52Z,17,thank for singing such wonderful music may all be blessed who hear this praise gods  holy name  joy is for us all to have amen,0.6,0.9593,0.9593,POSITIVE,0.9998412132263184
This music is the kind of music that makes me,@Stacyohama,2022-12-24T00:37:54Z,2022-12-24T00:37:54Z,4,this music is the kind of music that makes me,0.6,0.0,0.0,POSITIVE,0.999763548374176
"Silent Night - transcends all languages and cultures and was able to stop war in 1914 on Christmas Eve as soldiers singing from both sides came together to exchange peace and glad tidings if only temporarily. When men who are ordered to fight and kill, come together like that they see humanity and long for peace...and the Commanders know it. Soldiers long for the peace and love brought to the world by a little babe 2000 years ago who was born in a manger at midnight in Bethlehem in piercing cold. Peace on earth, good will t&#39;ward men. God bless.",@user-mq9co4tl1w,2022-12-23T17:54:27Z,2022-12-23T17:54:27Z,49,silent night  transcends all languages and cultures and was able to stop war in  on christmas eve as soldiers singing from both sides came together to exchange peace and glad tidings if only temporarily when men who are ordered to fight and kill come together like that they see humanity and long for peaceand the commanders know it soldiers long for the peace and love brought to the world by a little babe  years ago who was born in a manger at midnight in bethlehem in piercing cold peace on earth good will tward men god bless,0.13125,0.9274,0.9274,POSITIVE,0.9993317723274231
"thank you!!!! I am 73 years old and all this beautiful music takes me back to mi childhood. I pray for the future geneerations to understand and love this music and continue teaching their children the best season of all, when the Lord came to us because he still has faith in humanity. thank you from Guatemala/Honduras.",@martainesarellanodonaire8211,2022-12-23T16:33:57Z,2022-12-23T16:33:57Z,131,thank you i am  years old and all this beautiful music takes me back to mi childhood i pray for the future geneerations to understand and love this music and continue teaching their children the best season of all when the lord came to us because he still has faith in humanity thank you from guatemalahonduras,0.4083333333333334,0.9723,0.9723,POSITIVE,0.9998452663421631
Sangat menenangkan hati dan jiwa. Bagaikan suara Malaikat dari Surga. Selamat Natal saudara saudaraku semua.,@widodosoepangkat1805,2022-12-23T14:28:12Z,2022-12-23T14:28:12Z,9,sangat menenangkan hati dan jiwa bagaikan suara malaikat dari surga selamat natal saudara saudaraku semua,0.0,0.0,0.0,NEGATIVE,0.9868218898773193
Beautiful music and you can sing along in English or your own vernacular!,@cheriemorris-tafatu1300,2022-12-23T11:28:54Z,2022-12-23T11:28:54Z,12,beautiful music and you can sing along in english or your own vernacular,0.48333333333333334,0.5994,0.5994,POSITIVE,0.9998667240142822
Рождество снова пришло. С Рождеством тебя и твоих близких,@RelaxMusictv2023,2022-12-23T10:14:41Z,2022-12-23T10:14:41Z,7,,0.0,0.0,0.0,POSITIVE,0.7481208443641663
magnifique,@cathyedel6555,2022-12-23T04:25:12Z,2022-12-23T04:25:12Z,11,magnifique,0.0,0.0,0.0,POSITIVE,0.950714647769928
😇🙇‍♀️🙇‍♂️🙏🙏🌲🌹🍀🌹🌲🌹🤗 Amazing Merry<br>Christmas 2022,@ntm6855,2022-12-23T02:49:02Z,2022-12-23T02:51:12Z,7,amazing merrybrchristmas,0.6000000000000001,0.5859,0.5859,POSITIVE,0.999748170375824
Cant sing with it. Not English.,@MsFred58,2022-12-22T22:37:22Z,2022-12-22T22:37:22Z,3,cant sing with it not english,0.0,0.0,0.0,NEGATIVE,0.9928291440010071
Beautiful!,@wiwarb,2022-12-22T21:39:02Z,2022-12-22T21:39:02Z,20,beautiful,0.85,0.5994,0.5994,POSITIVE,0.9998807907104492
very very god,@marie-paulross,2022-12-22T01:41:27Z,2022-12-22T01:41:27Z,6,very very god,0.26,0.3962,0.3962,POSITIVE,0.9944032430648804
"We just posted another Christmas Choir Video here: <a href=""https://youtu.be/n5rWsy6bWuI"">https://youtu.be/n5rWsy6bWuI</a><br>What is your favorite song in the video?",@AmbientMusicParadise,2022-12-20T04:03:42Z,2022-12-20T04:03:42Z,20,we just posted another christmas choir video here a hrefhttpsyoutubenrwsybwuihttpsyoutubenrwsybwuiabrwhat is your favorite song in the video,0.5,0.4588,0.4588,NEGATIVE,0.9892597198486328
Beautiful music but I don&#39;t recognize the language it&#39;s being sung in,@cherylroeben8353,2022-12-20T03:27:56Z,2022-12-20T03:27:56Z,14,beautiful music but i dont recognize the language its being sung in,0.85,0.3506,0.3506,POSITIVE,0.5252352356910706
聖誕快樂，主降臨，願世界和平❤️,@user-jf8sv6dc9t,2022-12-19T16:44:31Z,2022-12-19T16:44:31Z,9,,0.0,0.0,0.0,POSITIVE,0.7481208443641663
"It really is very soulful Christmas music. This music awakens the eternal child that we hold within us and thus, we become children again, sweetly nostalgic for the distant past.",@ArchonAlternative,2022-12-18T15:26:09Z,2022-12-18T15:26:09Z,53,it really is very soulful christmas music this music awakens the eternal child that we hold within us and thus we become children again sweetly nostalgic for the distant past,-0.1625,0.4767,0.4767,POSITIVE,0.9998112320899963
